,product_information,product_id
182,"ProduktbeschreibungArtikelnummer 6977596Zutaten & AllergeneZutaten: HartWEIZENgriess, frische EIER (20 %)Allergenhinweise: Enthält: Weizen und Weizenerzeugnisse (glutenhaltiges Getreide). Eier und Eierzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.579 kJEnergie373 kcalFett3,3 gFett, davon gesättigte Fettsäuren0,8 gKohlenhydrate68,6 gKohlenhydrate, davon Zucker0,9 gEiweiß15,3 gSalz0,1 gHinweiseAufbewahrungs- und Verwendungshinweis: Bitte trocken und lichtgeschützt lagern.ArtikeldetailsMarke: TressUrsprungsland: DeutschlandKontaktKontaktname: Franz Tress GmbH & Co. KGKontaktadresse: Dottinger Str. 69; D-72525 MünsingenMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",6977596
74,"ProduktbeschreibungArtikelnummer 7002983Deutschland, Australien, Neuseeland, Südafrika oder Italien; Kl.: I; Ursprungsland und Klasse können je nach Angebot abweichen. 

Sind im Onlineshop bei einem Produkt alternative Herkunftsländer angegeben, so gilt das an der Ware ausgezeichnete Herkunftsland, welches Sie bei Warenlieferung überprüfen können. ArtikeldetailsMarke: REWE Beste WahlMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7002983
,,
22,"ProduktbeschreibungArtikelnummer 7004174Zutaten & AllergeneAllergenhinweise: Enthält: Milch und Milcherzeugnisse (einschließlich Lactose).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.167 kJEnergie282 kcalFett24 gFett, davon gesättigte Fettsäuren16 gKohlenhydrate0,7 gKohlenhydrate, davon Zucker0,7 gEiweiß15 gSalz2,7 gHinweiseAufbewahrungs- und Verwendungshinweis: Bitte verzehren Sie es nach dem Öffnen innerhalb von 3 Tagen. Bei +4 - +8°C mindestens haltbar bis: siehe VerpackungsaufdruckInformation: 52% Fett i.Tr.ArtikeldetailsMarke: PatrosNettofüllmenge: 180 GUrsprungsland: DeutschlandKontaktKontaktname: PatrosKontaktadresse: Kemptener Straße 17 D-88178 HeimenkirchFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7004174
774,"ProduktbeschreibungArtikelnummer 7027652Zutaten & AllergeneZutaten: WEIZENMEHL, Wasser, Speisesalz, Hefe, Emulgator Mono- und Diacetylweinsäureester von Mono- und Diglyceriden von Speisefettsäuren, Rapsöl.  Kann Spuren von Walnüssen, Sesam, Milch-, Lupinen- und Sojaerzeugnissen enthalten. Zusatzstoffe: E 472eAllergenhinweise: Glutenhaltiges Getreide (Weizen, Gerste, Roggen, Hafer, Dinkel, Kamut oder Hybridstämme)NährwerteDurchschnittliche Nährwertepro 100 gEnergie1.037 kJEnergie245 kcalFett0,9 gFett, davon gesättigte Fettsäuren0,2 gKohlenhydrate50,3 gKohlenhydrate, davon Zucker3,4 gEiweiß7,3 gSalz1,63 gHinweiseVerwendungshinweise: Trocken lagern. Vor Wärme schützen.ArtikeldetailsUrsprungsland: DeutschlandKontaktKontaktname: Glockenbrot Bäckerei GmbH & Co. oHGKontaktadresse: Robert-Bosch-Str. 3, 60386 Frankfurt am Main, DeutschlandFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7027652
,,
12,"ProduktbeschreibungArtikelnummer 7032776Original Wagner Steinofen Pizza Salami – mit leckerem Knusperrand und Knusperboden! 
 
Probiere unsere beliebte Steinofen Pizza und überzeuge Dich selbst vom leckeren Knusperrand und dem neuen dünnen Knusperboden, belegt mit herzhaft-saftigen Zutaten: Der Teig unserer Steinofen Pizza wird knusprig-kross im Original Wagner Steinofen vorgebacken und anschließend mit köstlichen Zutaten belegt. Die perfekt abgestimmte Zutatenkombination der Steinofen Pizza Salami mit leckerem Mozzarella und naturgereifter Edelsalami sorgt für einen echten Genuss. Die Backzeit unserer Steinofen Pizza Salami beträgt ca. 11-13 Minuten! 
- Wagner Pizza belegt mit leckerem Mozzarella und naturgereifter Edelsalami auf einer Tomatensauce aus sonnengereiften mediterranen Tomaten 
- Knusperdünner Pizzaboden mit leckerem Knusperrand und Knusperboden 
- Tiefkühlpizza vorgebacken im Original Wagner Steinofen 
- Steinofen Pizza Salami erreicht den Nutri-Score C 
- Große Sortenvielfalt für jeden Geschmack 
 
Ob alleine oder mit Freunden und Familie, bei der großen Vielfalt unserer Pizzasorten ist für jeden Geschmack etwas dabei. Einmal Wagner - immer Wagner. 
 
Nachhaltigkeit und Qualität von Wagner Pizza 
Bereits 1973 stellte Ernst Wagner mit viel Liebe seine erste Pizza her. Diese lange Pizzabäcker-Tradition kannst Du mit jedem Bissen schmecken, denn wir bei Original Wagner legen seit jeher großen Wert auf natürlichen, echten Geschmack und beste Zutaten. Dafür stehen wir mit unserem Qualitätsversprechen Echt Wagner. Daher setzen wir bspw. nur 100% echten Käse und hochwertige Wurstwaren sowie Msc/Asc zertifizierten Fisch ein und verarbeiten sonnengereifte mediterrane Freilandtomaten. Mit unseren Partner arbeiten wir, unter Förderung der Biodiversität, gemeinsam an nachhaltigem Tomatenanbau. Außerdem achten wir bei all unseren Verpackungsmaterialien auf eine hohe Recyclingfähigkeit, so besteht unsere Faltschachtel bereits aus mindestens 90% recyceltem Material und ist zu 99% recyclebar. Die Plastikfolie, die unsere Pizza umgibt ist zu 100% recyclebar. 
 
Auf unserem Produkt ist der Nutri-Score angegeben. Der Nutri-Score wurde von unabhängigen Expertengremien entwickelt, um die Nährwertqualität von Lebensmitteln innerhalb einer Kategorie zu vergleichen; bei diesem Produkt auf Grundlage von 100g. 
 
Mit Original Wagner Pizza erlebst du echte Momente voller Genuss – perfekt für jede Gelegenheit. Einmal Wagner - immer Wagner.... mehr anzeigenBei unserem Original Wagner Steinofen Backverfahren bringen wir die Teigbällchen auf einem Backblech in Form und backen die Pizza dann im Backblech in unserem Steinofen bei hoher Temperatur vor.
So wird der Boden außen besonders knusprig und bleibt innen herrlich saftig.Zutaten & AllergeneZutaten: WEIZENMEHL, zerkleinerte Schältomaten (25%), schnittfester MOZZARELLA (17%), Salami (12%) (Schweinefleisch, Salz, Konservierungsstoff: Natriumnitrit, Dextrose, Maltodextrin, Antioxidationsmittel: Extrakt aus Rosmarin, Natriumascorbat; Gewürze [enthält SENF], Gewürzextrakte, Rauch), Wasser, Rapsöl, Hefe, Zucker, Kräuter und Gewürze, WEIZENSAUERTEIG getrocknet, Salz. Kann enthalten: EI, FISCH, LUPINE, SELLERIE und SOJA.Allergenhinweise: Weizenmehl, Mozzarella, Senf, WeizensauerteigNährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.045 kJEnergie249 kcalFett10,4 gFett, davon gesättigte Fettsäuren4,2 gKohlenhydrate27 gKohlenhydrate, davon Zucker3,9 gBallaststoffe2,1 gEiweiß10,9 gSalz1,2 gHinweiseAufbewahrungs- und Verwendungshinweis: Bei -18°C (***Fach oder Tiefkühltruhe) mindestens haltbar bis Ende: siehe SeitenlascheInformation: Nach dem Auftauen nicht wieder einfrieren.ArtikeldetailsMarke: Original WagnerUrsprungsland: DeutschlandSorte: SalamiKontaktKontaktname: Nestlé Wagner GmbHKontaktadresse: In den Schemeln 4D-66620 NonnweilerMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7032776
466,"ProduktbeschreibungArtikelnummer 7035221Zutaten & AllergeneZutaten: Glutenfreie WEIZENSTÄRKE, Wasser, Karamellsirup, Rapsöl, Verdickungsmittel (Guarkernmehl), Speisesalz, Dextrose, Hefe, Zucker, Emulgator (Lecithine), Apfelfaser, fermentierte Maisstärke, Konservierungsstoff (Calciumpropionat), Karamellpulver (Karamell, Maltodextrin).  Kann Spuren von Ei, Soja, Schalenfrüchten, Milch, Sesam und Lupine enthalten.  Zusatzstoffe: E 282, E 322, E 412NährwerteDurchschnittliche Nährwertepro 100 gEnergie1.063 kJEnergie252 kcalFett3,5 gFett, davon gesättigte Fettsäuren0,5 gKohlenhydrate52,1 gKohlenhydrate, davon Zucker4,3 gEiweiß0,7 gSalz1,4 gHinweiseVerwendungshinweise: Trocken lagern. Vor Wärme schützen.ArtikeldetailsMarke: REWE frei vonEigenschaften: GlutenfreiUrsprungsland: DeutschlandKontaktKontaktname: Poensgen Brot GmbHKontaktadresse: Dürwißer Straße 38, 52249 Eschweiler, DeutschlandFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7035221
120,"ProduktbeschreibungArtikelnummer 7043397Kartoffel-GnocchiZutaten & AllergeneZutaten: 80% Kartoffeln, Stärke, Maisgrieß, Speisesalz, Rapsöl, Säuerungsmittel: Citronensäure, Gewürze, Gewürzextrakte. Kann Spuren von EI, GLUTEN enthalten.Allergenhinweise: Kann enthalten: Glutenhaltiges Getreide und glutenhaltige Getreideerzeugnisse. Eier und Eierzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie706 kJEnergie167 kcalFett1,6 gFett, davon gesättigte Fettsäuren0,1 gKohlenhydrate34 gKohlenhydrate, davon Zucker0,5 gBallaststoffe2,7 gEiweiß2,8 gSalz1,1 gHinweiseAufbewahrungs- und Verwendungshinweis: Ungeöffnet bei unter +7°C mindestens haltbar bis: siehe Stempel.Information: Unter Schutzatmosphäre verpackt.ArtikeldetailsMarke: BürgerEigenschaften: VegetarischUrsprungsland: DeutschlandKontaktKontaktname: Bürger GmbH & Co. KGKontaktadresse: 71254 DitzingenFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7043397
672,"ProduktbeschreibungArtikelnummer 7071497HinweiseVerwendungshinweise: bei +2 °C bis +7 °C lagernArtikeldetailsMarke: REWE to goUrsprungsland: DeutschlandKontaktKontaktname: Tacken GmbHKontaktadresse: Vogelsrather Weg 1 - 5, 41366 Schwalmtal, DeutschlandFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7071497
659,"ProduktbeschreibungArtikelnummer 7087745Frisch für dich aus unserer Servicetheke. ArtikeldetailsMarke: WiesbauerFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7087745
720,"ProduktbeschreibungArtikelnummer 7089295Frisch für dich aus unserer Servicetheke. Zutaten & AllergeneZutaten: SAIBLINGAllergenhinweise: Enthält: Fisch und Fischerzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie562 kJEnergie134 kcalFett6 gFett, davon gesättigte Fettsäuren1,1 gKohlenhydrate0 gKohlenhydrate, davon Zucker0 gEiweiß20 gSalz0,1 gHinweiseAufbewahrungs- und Verwendungshinweis: gekühlt bei 0 °C bis +2 °CArtikeldetailsUrsprungsland: DeutschlandKontaktKontaktname: Deutsche See GmbHKontaktadresse: Maifischstrasse 3-9, 27572 BremerhavenFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7089295
154,"ProduktbeschreibungArtikelnummer 7180224Zutaten & AllergeneZutaten: GOUDA* (37%), KÄSE (37%), MAGERMILCH, BUTTER , MAGERMILCHPULVER, Schmelzsalz (Natriumcitrate), Speisesalz, Säuerungsmittel (Citronensäure), Farbstoff (Carotin), Trennmittel (Sonnenblumenlecithine). *GOUDA AUS DEM ALLGÄU.Allergenhinweise: Enthält: Milch und Milcherzeugnisse (einschließlich Lactose).NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.319 kJEnergie318 kcalFett25 gFett, davon gesättigte Fettsäuren17 gKohlenhydrate3 gKohlenhydrate, davon Zucker3 gEiweiß19 gSalz3,2 gHinweiseAufbewahrungs- und Verwendungshinweis: Bei +2°C bis+8°C mindestens haltbar bis: siehe VerpackungsaufdruckInformation: Unter Schutzatmosphäre verpackt, 45 % Fett i. Tr.ArtikeldetailsMarke: HochlandUrsprungsland: DeutschlandKontaktKontaktname: HochlandKontaktadresse: Kemptener Straße 17, D-88178 HeimenkirchMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7180224
211,"ProduktbeschreibungArtikelnummer 7196466NährwerteDurchschnittliche NährwerteUnzubereitet pro 1 lChlorid9,7 mgCalcium569 mgMagnesium53,5 mgBikarbonat193 mgNatrium22,8 mgSulfat 4+1.460 mgHinweiseAufbewahrungs- und Verwendungshinweis: kühl, trocken, sauber, vor Sonne und Frost geschützt lagern.Information: Aus der Aqua Römer Quelle in Mainhardt.ArtikeldetailsMarke: Aqua RömerNettofüllmenge: 1 LPackungsgröße: 12x1lKontaktKontaktname: aquaRömer GmbH & Co.KGKontaktadresse: Bartensteinstraße 9, 74535 MainhardtMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7196466
105,"ProduktbeschreibungArtikelnummer 7208341Frisch für dich aus unserer Servicetheke. 
 
SCHNITTKÄSE mindestens 50% Fett i. Tr. 
 
Zutaten: pasteurisierte MILCH, Salz, Tomate, Kräutermischung, KÄSEREIKULTUREN, tierisches Lab. 
 
Kann Spuren von WALNÜSSEN enthalten. 
 
von Natur aus laktosefrei* 
*Laktosegehalt: unter 0,1g/100g 
 
Rinde zum Verzehr geeignet! 
 
Nährwerte je 100g: 
Energie: 1612kJ 
Energie: 389kcal 
Fett: 33g 
Fett, davon gesättigte Fettsäuren: 21,7g 
Kohlenhydrate: 0,1g 
Kohlenhydrate, davon Zucker: 0,1g 
Eiweiß: 23g 
Salz: 1,5g... mehr anzeigenArtikeldetailsMarke: KäserebellenMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7208341
708,"ProduktbeschreibungArtikelnummer 7210428Frisch für dich aus unserer Servicetheke.

Italienischer Kochschinken

Zutaten: Schweinefleisch Wasser Salz Zucker (Dextrose und Saccharose) Stärke Aromen Gewürze Geschmacksverstärker: E 621 Geliermittel: E407 Antioxidationsmittel: E301 Konservierungsmittel: E250.

Nährwerte je 100g:
Energie: 670kJ
Energie: 160kcal
Fett: 11g
Fett, davon gesättigte Fettsäuren: 3,9g
Kohlenhydrate: 1g
Kohlenhydrate, davon Zucker: 0,1g
Eiweiß: 12g
Salz: 2,6g ArtikeldetailsMarke: GabelFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7210428
714,"ProduktbeschreibungArtikelnummer 7228790Frisch für dich aus unserer Servicetheke. Maximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7228790
688,"ProduktbeschreibungArtikelnummer 7237454Zutaten & AllergeneZutaten: PUTENBRATWURST MIT KÄSE UND CHILI: Putenfleisch (82 %), Trinkwasser, SCHNITTKÄSE (3 %), Speisesalz, Zuckerrübensirup, Chili, Pfeffer, Knoblauch, Muskat, Paprika, Petersilie, Schafsaitling; GERÄUCHERTE RINDERBRATWURST MIT KÄSE UND CHILI: Rindfleisch (80 %), SCHNITTKÄSE (10 %), Trinkwasser, Speisesalz, Chili, Pfeffer, Paprika, Knoblauch, Piment, Buchenholzrauch, Schafsaitling; HÄHNCHENBRATWURST MIT SPINAT UND KÄSE: Hähnchenfleisch (73 %), Spinat (15 %), SALZLAKENKÄSE AUS KUHMILCH (10 %), Speisesalz, Petersilie, Pfeffer, Muskat, Thymian, Knoblauch, Zitrone, Schafsaitling; SCHWEINEBRATWURST MIT GETROCKNETEN TOMATEN UND KÄSE: Schweinefleisch (77 %), halbfester SCHNITTKÄSE (6 %), Trinkwasser, HARTKÄSE (4 %), getrocknete Tomaten (3 %), Speisesalz, Pfeffer, Paprika, Koriander, Thymian, Muskat, Oregano, Basilikum, Knoblauch, Schafsaitling.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie805 kJEnergie193 kcalFett12,8 gFett, davon gesättigte Fettsäuren5,1 gKohlenhydrate1 gKohlenhydrate, davon Zucker0,7 gEiweiß18,3 gSalz2 gHinweiseAufbewahrungs- und Verwendungshinweis: Zwischen 0°C und 7°C lagernArtikeldetailsMarke: GrillidoUrsprungsland: DeutschlandKontaktKontaktname: Grillido GmbHKontaktadresse: Karlstraße 96, 80335 MünchenMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7237454
129,"ProduktbeschreibungArtikelnummer 7242190Frisch für dich aus unserer Servicetheke. 
 
Schweizer HARTKÄSE mindestens 48% Fett i.Tr. 
 
Zutaten: ROHMILCH, Kochsalz, MILCHSÄUREBAKTERIEN, tierisches Lab, 0,1% Kräuteressenz. 
 
von Natur aus laktosefrei* 
*Laktosegehalt: unter 0,1g/100g 
 
Rinde nicht zum Verzehr geeignet! Zutaten & AllergeneAllergenhinweise: nullNährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.618 kJEnergie387 kcalFett32 gFett, davon gesättigte Fettsäuren19,2 gKohlenhydrate0,4 gKohlenhydrate, davon Zucker0 gEiweiß25,2 gSalz0,52 gArtikeldetailsMarke: AppenzellerEigenschaften: LaktosefreiMaximale Bestellmenge: 15 StückFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7242190
671,"ProduktbeschreibungArtikelnummer 7255641Zutaten & AllergeneZutaten: 53% Mandelzubereitung (Trinkwasser, 2% MANDELN), Kokosöl, modifizierte Stärke, Stärke, Aroma, Salz, Kartoffelprotein, färbendes Lebensmittel (Konzentrat aus Karotte und Apfel), Antioxidationsmittel: Natriumascorbat. Kann Spuren von anderen Schalenfrüchten (Walnuss, Cashewnuss) enthalten.Allergenhinweise: Mandeln.Enthält: Mandeln und Mandelerzeugnisse. Kann enthalten: Nüsse und Nusserzeugnisse.NährwerteDurchschnittliche NährwerteUnzubereitet pro 100 gEnergie1.121 kJEnergie269 kcalFett19 gFett, davon gesättigte Fettsäuren17 gKohlenhydrate24 gKohlenhydrate, davon Zucker< 0,5 gEiweiß0,7 gSalz2,7 gHinweiseAufbewahrungs- und Verwendungshinweis: siehe Verpackungsdruck.Bei max. 8°C mindestens haltbar bis: tt.mm.jjjjInformation: Unter Schutzatmosphäre verpackt.ArtikeldetailsMarke: Simply VEigenschaften: Vegan, Laktosefrei, VegetarischUrsprungsland: DeutschlandKontaktKontaktname: E.V.A. GmbHKontaktadresse: Irsengunder Str. 13D-88179 OberreuteFür die vorstehenden Angaben wird keine Haftung übernommen. Bitte prüfen Sie im Einzelfall die Angaben auf der jeweiligen Produktverpackung, nur diese sind verbindlich.Das Produktdesign kann von der Abbildung abweichen.",7255641
